eval_run_id,case_id,gt_id,detected,category_correct,amount_delta,root_cause_correct,action_correct,recovered_amount
EVAL-2025-04-05-01,,GT-0094,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0095,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0096,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0097,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0098,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0099,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0100,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0024,GT-0101,TRUE,TRUE,0.0,TRUE,TRUE,131.65
EVAL-2025-04-05-01,,GT-0102,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0103,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0104,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0105,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0106,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0107,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0108,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0109,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0110,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0111,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0112,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0113,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0114,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0115,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0116,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0117,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0025,GT-0118,TRUE,FALSE,-0.35,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0119,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0120,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0121,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0122,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0123,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0124,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0125,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0026,GT-0126,TRUE,TRUE,0.0,TRUE,TRUE,792.3
EVAL-2025-04-05-01,,GT-0127,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0128,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0027,GT-0129,TRUE,TRUE,0.0,TRUE,TRUE,101.73
EVAL-2025-04-05-01,,GT-0130,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0131,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0132,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0133,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0134,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0135,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0136,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0028,GT-0137,TRUE,TRUE,0.0,TRUE,TRUE,2.08
EVAL-2025-04-05-01,CASE-0029,GT-0138,TRUE,TRUE,0.0,TRUE,TRUE,1255.73
EVAL-2025-04-05-01,,GT-0139,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0030,GT-0140,TRUE,TRUE,0.0,TRUE,TRUE,571.83
EVAL-2025-04-05-01,,GT-0141,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0142,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0031,GT-0143,TRUE,TRUE,3.93,TRUE,TRUE,0.0
EVAL-2025-04-05-01,,GT-0144,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0145,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0146,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0147,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0148,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0149,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0150,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0151,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0152,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0153,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0154,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0155,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0156,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0032,GT-0157,TRUE,TRUE,0.0,TRUE,TRUE,488.97
EVAL-2025-04-05-01,,GT-0158,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0159,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0160,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0033,GT-0161,TRUE,TRUE,1.73,TRUE,TRUE,0.0
EVAL-2025-04-05-01,,GT-0162,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0163,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0034,GT-0164,TRUE,TRUE,0.0,TRUE,TRUE,0.0
EVAL-2025-04-05-01,,GT-0165,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0166,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0167,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0035,GT-0168,TRUE,TRUE,0.0,TRUE,TRUE,5.45
EVAL-2025-04-05-01,,GT-0169,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0170,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0171,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0172,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0036,GT-0173,TRUE,TRUE,0.0,TRUE,TRUE,6.39
EVAL-2025-04-05-01,,GT-0174,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0175,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0037,GT-0176,TRUE,TRUE,0.0,TRUE,TRUE,20.2
EVAL-2025-04-05-01,,GT-0177,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0038,GT-0178,TRUE,TRUE,3.63,TRUE,TRUE,0.0
EVAL-2025-04-05-01,CASE-0039,GT-0179,TRUE,TRUE,0.0,TRUE,TRUE,71.7
EVAL-2025-04-05-01,,GT-0180,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0181,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0040,GT-0182,TRUE,TRUE,0.0,TRUE,TRUE,300.05
EVAL-2025-04-05-01,,GT-0183,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0184,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0185,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0186,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0187,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0041,GT-0188,TRUE,TRUE,0.0,TRUE,TRUE,175.16
EVAL-2025-04-05-01,,GT-0189,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0190,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0191,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0192,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0193,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0194,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0195,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0042,GT-0196,TRUE,TRUE,0.0,TRUE,TRUE,550.24
EVAL-2025-04-05-01,,GT-0197,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0198,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0199,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0200,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0043,GT-0201,TRUE,TRUE,0.0,TRUE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0202,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0203,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0204,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0205,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0206,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0207,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0208,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0044,GT-0209,TRUE,TRUE,0.0,TRUE,TRUE,129.59
EVAL-2025-04-05-01,,GT-0210,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0211,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0212,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0213,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0214,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0215,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0216,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0217,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0218,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0045,GT-0219,TRUE,TRUE,0.33,TRUE,TRUE,0.0
EVAL-2025-04-05-01,,GT-0220,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0221,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0222,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0223,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0224,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0225,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0226,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0227,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0228,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0229,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0230,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0046,GT-0231,TRUE,TRUE,0.0,TRUE,TRUE,1253.0
EVAL-2025-04-05-01,,GT-0232,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0233,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0234,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0235,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0236,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0237,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0047,GT-0238,TRUE,TRUE,0.0,TRUE,TRUE,1237.65
EVAL-2025-04-05-01,,GT-0239,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0240,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0241,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0242,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0243,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0244,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0245,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0246,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0247,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0248,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0249,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0250,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0251,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0252,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0253,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0254,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0255,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0256,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0257,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0258,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0259,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0260,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0261,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0262,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0263,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0264,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0265,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0266,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0267,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0048,GT-0268,TRUE,TRUE,0.0,TRUE,TRUE,106.19
EVAL-2025-04-05-01,CASE-0049,GT-0269,TRUE,TRUE,0.0,TRUE,TRUE,2.1
EVAL-2025-04-05-01,,GT-0270,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0271,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0272,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0050,GT-0273,TRUE,TRUE,0.62,TRUE,TRUE,0.0
EVAL-2025-04-05-01,,GT-0274,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0275,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0276,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0277,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0278,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0279,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0051,GT-0280,TRUE,TRUE,1.08,TRUE,TRUE,0.0
EVAL-2025-04-05-01,,GT-0281,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0052,GT-0282,TRUE,TRUE,0.0,TRUE,TRUE,292.62
EVAL-2025-04-05-01,,GT-0283,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0284,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0285,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0286,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0287,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0053,GT-0288,TRUE,TRUE,3.24,TRUE,TRUE,0.0
EVAL-2025-04-05-01,,GT-0289,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,,GT-0290,FALSE,FALSE,,FALSE,FALSE,0.0
EVAL-2025-04-05-01,CASE-0054,GT-0291,TRUE,TRUE,1.12,TRUE,TRUE,0.0
