assessment_id,case_id,status,discrepancy_amount,potentially_recoverable_amount,confidence,root_cause,evidence_complete,evidence_missing,contractual_basis,tax_review_status,deadline_at,deadline_open,recommended_action,assessed_at
RCA-0011,CASE-0011,ACTION_READY,9.94,9.94,0.90,f|e|e| |n|o|t| |r|e|t|u|r|n|e|d| |p|r|o|-|r|a|t|a|||o|v|e|r|-|r|e|f|u|n|d|||r|e|f|u|n|d| |n|o|t| |p|r|o|c|e|s|s|e|d,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0012,CASE-0012,ACTION_READY,3.93,3.93,0.90,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,TRUE,,FR-FEE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0013,CASE-0013,ACTION_READY,5.38,5.38,0.90,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,TRUE,,FR-FEE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0014,CASE-0014,ACTION_READY,5.34,5.34,0.90,f|e|e| |n|o|t| |r|e|t|u|r|n|e|d| |p|r|o|-|r|a|t|a|||o|v|e|r|-|r|e|f|u|n|d|||r|e|f|u|n|d| |n|o|t| |p|r|o|c|e|s|s|e|d,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0015,CASE-0015,ACTION_READY,17.8,17.8,0.90,f|e|e| |n|o|t| |r|e|t|u|r|n|e|d| |p|r|o|-|r|a|t|a|||o|v|e|r|-|r|e|f|u|n|d|||r|e|f|u|n|d| |n|o|t| |p|r|o|c|e|s|s|e|d,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0016,CASE-0016,ACTION_READY,13.9,13.9,0.90,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,TRUE,,FR-FEE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0017,CASE-0017,ACTION_READY,58.05,58.05,0.90,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0018,CASE-0018,ACTION_READY,2.65,2.65,0.90,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,TRUE,,FR-FEE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0019,CASE-0019,ACTION_READY,36.8,36.8,0.90,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0020,CASE-0020,ACTION_READY,114.35,114.35,0.90,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0021,CASE-0021,ACTION_READY,136.39,136.39,0.90,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0022,CASE-0022,ACTION_READY,7.48,7.48,0.90,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,TRUE,,FR-FEE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0023,CASE-0023,ACTION_READY,3.1,3.1,0.90,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,TRUE,,FR-FEE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0024,CASE-0024,ACTION_READY,131.65,131.65,0.90,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0025,CASE-0025,ACTION_READY,1.42,1.42,0.90,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,TRUE,,FR-FEE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0026,CASE-0026,ACTION_READY,792.3,792.3,0.90,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0027,CASE-0027,ACTION_READY,101.73,101.73,0.90,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0028,CASE-0028,ACTION_READY,2.08,2.08,0.90,f|e|e| |n|o|t| |r|e|t|u|r|n|e|d| |p|r|o|-|r|a|t|a|||o|v|e|r|-|r|e|f|u|n|d|||r|e|f|u|n|d| |n|o|t| |p|r|o|c|e|s|s|e|d,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0029,CASE-0029,ACTION_READY,2092.88,2092.88,0.90,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0030,CASE-0030,ACTION_READY,571.83,571.83,0.90,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0031,CASE-0031,ACTION_READY,25.74,25.74,0.90,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,TRUE,,FR-FEE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0032,CASE-0032,ACTION_READY,814.95,814.95,0.90,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0033,CASE-0033,ACTION_READY,11.36,11.36,0.90,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,TRUE,,FR-FEE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0034,CASE-0034,ACTION_READY,10.56,10.56,0.90,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0035,CASE-0035,ACTION_READY,5.45,5.45,0.90,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0036,CASE-0036,ACTION_READY,6.39,6.39,0.90,f|e|e| |n|o|t| |r|e|t|u|r|n|e|d| |p|r|o|-|r|a|t|a|||o|v|e|r|-|r|e|f|u|n|d|||r|e|f|u|n|d| |n|o|t| |p|r|o|c|e|s|s|e|d,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0037,CASE-0037,ACTION_READY,33.66,33.66,0.90,f|e|e| |n|o|t| |r|e|t|u|r|n|e|d| |p|r|o|-|r|a|t|a|||o|v|e|r|-|r|e|f|u|n|d|||r|e|f|u|n|d| |n|o|t| |p|r|o|c|e|s|s|e|d,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0038,CASE-0038,ACTION_READY,23.82,23.82,0.90,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,TRUE,,FR-FEE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0039,CASE-0039,ACTION_READY,119.5,119.5,0.90,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0040,CASE-0040,ACTION_READY,300.05,300.05,0.90,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0041,CASE-0041,ACTION_READY,291.94,291.94,0.90,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0042,CASE-0042,ACTION_READY,550.24,550.24,0.90,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0043,CASE-0043,ACTION_READY,7.58,7.58,0.90,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,TRUE,,FR-FEE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0044,CASE-0044,ACTION_READY,129.59,129.59,0.90,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0045,CASE-0045,ACTION_READY,2.17,2.17,0.90,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,TRUE,,FR-FEE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0046,CASE-0046,ACTION_READY,1253.0,1253.0,0.90,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0047,CASE-0047,ACTION_READY,1237.65,1237.65,0.90,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0048,CASE-0048,ACTION_READY,106.19,106.19,0.90,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0049,CASE-0049,ACTION_READY,2.1,2.1,0.90,f|e|e| |n|o|t| |r|e|t|u|r|n|e|d| |p|r|o|-|r|a|t|a|||o|v|e|r|-|r|e|f|u|n|d|||r|e|f|u|n|d| |n|o|t| |p|r|o|c|e|s|s|e|d,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0050,CASE-0050,ACTION_READY,4.07,4.07,0.90,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,TRUE,,FR-FEE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0051,CASE-0051,ACTION_READY,7.07,7.07,0.90,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,TRUE,,FR-FEE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0052,CASE-0052,ACTION_READY,292.62,292.62,0.90,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0053,CASE-0053,ACTION_READY,21.25,21.25,0.90,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,TRUE,,FR-FEE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0054,CASE-0054,ACTION_READY,7.38,7.38,0.90,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,TRUE,,FR-FEE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0055,CASE-0055,ACTION_READY,310.74,310.74,0.90,s|e|t|t|l|e|m|e|n|t| |a|m|o|u|n|t| |s|h|o|r|t|||s|e|t|t|l|e|m|e|n|t| |m|i|s|s|i|n|g|||b|a|n|k| |c|r|e|d|i|t| |m|i|s|m|a|t|c|h,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0056,CASE-0056,ACTION_READY,41.45,41.45,0.90,f|e|e| |n|o|t| |r|e|t|u|r|n|e|d| |p|r|o|-|r|a|t|a|||o|v|e|r|-|r|e|f|u|n|d|||r|e|f|u|n|d| |n|o|t| |p|r|o|c|e|s|s|e|d,TRUE,,FR-SETTLE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
RCA-0057,CASE-0057,ACTION_READY,5.11,5.11,0.90,r|a|t|e| |c|a|r|d| |m|i|s|a|p|p|l|i|e|d|||d|u|p|l|i|c|a|t|e| |f|e|e| |e|v|e|n|t|||i|n|s|t|r|u|m|e|n|t| |s|u|r|c|h|a|r|g|e| |n|o|t| |c|o|n|t|r|a|c|t|e|d,TRUE,,FR-FEE-CALC-001,NOT_APPLICABLE,2025-05-20T00:00:00Z,TRUE,DRAFT_DISPUTE,2025-04-05T00:00:00Z
